SID,WORD,POS,Vowel_Type,Stressed_Vowel
1230,suspicion,n.,Monophthong,/ ɪ /
1231,suspicious,adj.,Monophthong,/ ɪ /
1232,sustain,v.,Diphthong,/ eɪ /
1233,swing,n.,Monophthong,/ ɪ /
1234,sword,n.,Monophthong,/ ɔ /
1235,symbolic,adj.,Monophthong,/ ɑ /
1236,syndrome,n.,Monophthong,/ ɪ /
1237,synthesis,n.,Monophthong,/ ɪ /
1238,systematic,adj.,Monophthong,/ æ /
1239,tackle,n.,Monophthong,/ æ /
1240,tactic,n.,Monophthong,/ æ /
1241,tactical,adj.,Monophthong,/ æ /
1242,taxpayer,n.,Monophthong,/ æ /
1243,tempt,v.,Monophthong,/ ɛ /
1244,tenant,n.,Monophthong,/ ɛ /
1245,tender,adj.,Monophthong,/ ɛ /
1246,tenure,n.,Monophthong,/ ɛ /
1247,terminal,adj.,Monophthong,/ ɝ /
1248,terminate,v.,Monophthong,/ ɝ /
1249,terrain,n.,Diphthong,/ eɪ /
1250,terrific,adj.,Monophthong,/ ɪ /
1251,testify,v.,Monophthong,/ ɛ /
1252,testimony,n.,Monophthong,/ ɛ /
1253,texture,n.,Monophthong,/ ɛ /
1254,thankfully,adv.,Monophthong,/ æ /
1255,theatrical,adj.,Monophthong,/ æ /
1256,theology,n.,Monophthong,/ ɑ /
1257,theoretical,adj.,Monophthong,/ ɛ /
1258,thereafter,adv.,Monophthong,/ æ /
1259,thereby,adv.,Diphthong,/ aɪ /
1260,thoughtful,adj.,Monophthong,/ ɔ /
1261,thought-provoking,adj.,Monophthong,/ ɔ /
1262,thread,n.,Monophthong,/ ɛ /
1263,threshold,n.,Monophthong,/ ɛ /
1264,thrilled,adj.,Monophthong,/ ɪ /
1265,thrive,v.,Diphthong,/ aɪ /
1266,tide,n.,Diphthong,/ aɪ /
1267,tighten,v.,Diphthong,/ aɪ /
1268,timber,n.,Monophthong,/ ɪ /
1269,timely,adj.,Diphthong,/ aɪ /
1270,tobacco,n.,Monophthong,/ æ /
1271,tolerance,n.,Monophthong,/ ɑ /
1272,tolerate,v.,Monophthong,/ ɑ /
1273,toll,n.,Diphthong,/ oʊ /
1274,top,v.,Monophthong,/ ɑ /
1275,torture,n.,Monophthong,/ ɔ /
1276,toss,v.,Monophthong,/ ɔ /
1277,total,v.,Diphthong,/ oʊ /
1278,toxic,adj.,Monophthong,/ ɑ /
1279,trace,n.,Diphthong,/ eɪ /
1280,trademark,n.,Diphthong,/ eɪ /
1281,trail,n.,Diphthong,/ eɪ /
1282,trail,v.,Diphthong,/ eɪ /
1283,trailer,n.,Diphthong,/ eɪ /
1284,transaction,n.,Monophthong,/ æ /
1285,transcript,n.,Monophthong,/ æ /
1286,transformation,n.,Diphthong,/ eɪ /
1287,transit,n.,Monophthong,/ æ /
1288,transmission,n.,Monophthong,/ ɪ /
1289,transparency,n.,Monophthong,/ æ /
1290,transparent,adj.,Monophthong,/ æ /
1291,trauma,n.,Diphthong,/ aʊ
1292,treaty,n.,Monophthong,/ i /
1293,tremendous,adj.,Monophthong,/ ɛ /
1294,tribal,adj.,Diphthong,/ aɪ /
1295,tribunal,n.,Monophthong,/ u /
1296,tribute,n.,Monophthong,/ ɪ /
1297,trigger,n.,Monophthong,/ ɪ /
1298,trio,n.,Monophthong,/ i /
1299,triumph,n.,Diphthong,/ aɪ /
1300,trophy,n.,Diphthong,/ oʊ /
1301,troubled,adj.,Monophthong,/ ʌ /
1302,trustee,n.,Monophthong,/ i /
1303,tuition,n.,Monophthong,/ ɪ /
1304,turnout,n.,Monophthong,/ ɝ /
1305,turnover,n.,Monophthong,/ ɝ /
1306,twist,v.,Monophthong,/ ɪ /
1307,undergraduate,n.,Monophthong,/ æ /
1308,underlying,adj.,Monophthong,/ ʌ /
1309,undermine,v.,Diphthong,/ aɪ /
1310,undoubtedly,adv.,Diphthong,/ aʊ
1311,unify,v.,Monophthong,/ u /
1312,unprecedented,adj.,Monophthong,/ ɛ /
1313,unveil,v.,Diphthong,/ eɪ /
1314,upcoming,adj.,Monophthong,/ ʌ /
1315,upgrade,v.,Diphthong,/ eɪ /
1316,uphold,v.,Diphthong,/ oʊ /
1317,utility,n.,Monophthong,/ ɪ /
1318,utilize,v.,Monophthong,/ u /
1319,utterly,adv.,Monophthong,/ ʌ /
1320,vacuum,n.,Monophthong,/ æ /
1321,vague,adj.,Diphthong,/ eɪ /
1322,validity,n.,Monophthong,/ ɪ /
1323,vanish,v.,Monophthong,/ æ /
1324,variable,n.,Monophthong,/ ɛ /
1325,variable,adj.,Monophthong,/ ɛ /
1326,varied,adj.,Monophthong,/ ɛ /
1327,vein,n.,Diphthong,/ eɪ /
1328,venture,n.,Monophthong,/ ɛ /
1329,venture,v.,Monophthong,/ ɛ /
1330,verbal,adj.,Monophthong,/ ɝ /
1331,verdict,n.,Monophthong,/ ɝ /
1332,verify,v.,Monophthong,/ ɛ /
1333,verse,n.,Monophthong,/ ɝ /
1334,versus,prep.,Monophthong,/ ɝ /
1335,vessel,n.,Monophthong,/ ɛ /
1336,veteran,n.,Monophthong,/ ɛ /
1337,viable,adj.,Diphthong,/ aɪ /
1338,vibrant,adj.,Diphthong,/ aɪ /
1339,vice,n.,Diphthong,/ aɪ /
1340,vicious,adj.,Monophthong,/ ɪ /
1341,villager,n.,Monophthong,/ ɪ /
1342,violate,v.,Diphthong,/ aɪ /
1343,violation,n.,Diphthong,/ eɪ /
1344,virtue,n.,Monophthong,/ ɝ /
1345,vocal,adj.,Diphthong,/ oʊ /
1346,vow,v.,Diphthong,/ aʊ
1347,vulnerability,n.,Monophthong,/ ɪ /
1348,vulnerable,adj.,Monophthong,/ ʌ /
1349,ward,n.,Monophthong,/ ɔ /
1350,warehouse,n.,Diphthong,/ aʊ
1351,warfare,n.,Monophthong,/ ɛ /
1352,warrant,n.,Monophthong,/ ɔ /
1353,warrant,v.,Monophthong,/ ɔ /
1354,warrior,n.,Monophthong,/ ɔ /
1355,weaken,v.,Monophthong,/ i /
1356,weave,v.,Monophthong,/ i /
1357,weed,n.,Monophthong,/ i /
1358,well,n.,Monophthong,/ ɛ /
1359,well-being,n.,Monophthong,/ ɛ /
1360,whatsoever,adv.,Monophthong,/ ɛ /
1361,whereby,adv.,Diphthong,/ aɪ /
1362,whilst,conj.,Diphthong,/ aɪ /
1363,whip,v.,Monophthong,/ ɪ /
1364,wholly,adv.,Diphthong,/ oʊ /
1365,widen,v.,Diphthong,/ aɪ /
1366,widow,n.,Monophthong,/ ɪ /
1367,width,n.,Monophthong,/ ɪ /
1368,willingness,n.,Monophthong,/ ɪ /
1369,wipe,v.,Diphthong,/ aɪ /
1370,wit,n.,Monophthong,/ ɪ /
1371,withdrawal,n.,Monophthong,/ ɔ /
1372,workout,n.,Monophthong,/ ɝ /
1373,worship,n.,Monophthong,/ ɝ /
1374,worship,v.,Monophthong,/ ɝ /
1375,worthwhile,adj.,Diphthong,/ aɪ /
1376,worthy,adj.,Monophthong,/ ɝ /
1377,yell,v.,Monophthong,/ ɛ /
1378,yield,n.,Monophthong,/ i /
1379,yield,v.,Monophthong,/ i /
1380,youngster,n.,Monophthong,/ ʌ /
